"focal","origin"
"Everlast","The Rolling Stones"
"Rehab","The Rolling Stones"
"Lordz of Brooklyn","The Rolling Stones"
"Brother Ali","The Roots"
"Hezekiah","The Roots"
"K'NAAN","The Roots"
"Freeway","The Roots"
"Amir Sulaiman","The Roots"
"Black Spade","The Roots"
"Linkin Park","The Roots"
"N.E.R.D","The Roots"
"Heiruspecs","The Roots"
"P.O.S","The Roots"
"Spank Rock","The Roots"
"Gym Class Heroes","The Roots"
"Flobots","The Roots"
"The Knux","The Roots"
"Metermaids","The Roots"
"Platinum Pied Pipers","The Roots"
"Blackalicious","The Roots"
"The Proov","The Roots"
"Blu","The Roots"
"Clear Soul Forces","The Roots"
"BadBadNotGood","The Roots"
"Lando Chill","The Roots"
"Logic","The Roots"
"Metabass 'N Breath","The Roots"
"Chef'Special","The Roots"
"SoulStice","The Roots"
"Kid Sister","The Roots"
"Source of Labor","The Roots"
"Moosh & Twist","The Roots"
"WZRD","The Roots"
"Ghetto Boys","The Saturday Knights"
"T-Love","The Sequence"
"Food for Animals","The Slits"
"Neneh Cherry","The Slits"
"The Nomads","The Sonics"
"Jamie T.","The Specials"
"The Nomads","The Standells"
"Prose","The Stone Roses"
"The Nomads","The Stooges"
"Jamie T.","The Streets"
"N-Dubz","The Streets"
"Goldie Lookin Chain","The Streets"
"Arctic Monkeys","The Streets"
"Nick Brewer","The Streets"
"Rat Boy","The Streets"
"The Mitchell Brothers","The Streets"
"The xx","The Streets"
"LL Cool J","The Sugarhill Gang"
"Run-D.M.C.","The Sugarhill Gang"
"Peanut Butter Wolf","The Sugarhill Gang"
"Warren G","The Sugarhill Gang"
"Madlib","The Sugarhill Gang"
"De La Soul","The Sugarhill Gang"
"Len","The Sugarhill Gang"
"2Mex","The Sugarhill Gang"
"The Herbaliser","The Sugarhill Gang"
"Songodsuns","The Sugarhill Gang"
"Supernatural","The Sugarhill Gang"
"Will Smith","The Sugarhill Gang"
"Eazy-E","The Sugarhill Gang"
"Whodini","The Sugarhill Gang"
"Shaquille O'Neal","The Sugarhill Gang"
"The Fat Boys","The Sugarhill Gang"
"DJ Jazzy Jeff & the Fresh Prince","The Sugarhill Gang"
"Kool Moe Dee","The Sugarhill Gang"
"Heavy D & the Boyz","The Sugarhill Gang"
"Boogie Down Productions","The Sugarhill Gang"
"Das EFX","The Sugarhill Gang"
"Biz Markie","The Sugarhill Gang"
"Slick Rick","The Sugarhill Gang"
"Stetsasonic","The Sugarhill Gang"
"Mantronix","The Sugarhill Gang"
"Positive Black Soul","The Sugarhill Gang"
"Doug E. Fresh","The Sugarhill Gang"
"Roxanne Shanté","The Sugarhill Gang"
"Eric B. & Rakim","The Sugarhill Gang"
"Tackhead","The Sugarhill Gang"
"U.T.F.O.","The Sugarhill Gang"
"Wham!","The Sugarhill Gang"
"Monster","The Supremes"
"ESG","The Temptations"
"Montell Jordan","The Time"
"The Lost Boyz","The U.M.C.'s"
"Das EFX","The U.M.C.'s"
"Digable Planets","The Undisputed Truth"
"Faust","The United States of America"
"Boogie Down Productions","The Upsetters"
"Faust","The Velvet Underground"
"Arto Lindsay","The Velvet Underground"
"Mr. Scruff","The Wailers"
"Dälek","The X-ecutioners"
"Madlib","The X-ecutioners"
"A-Trak","The X-ecutioners"
"Mike Relm","The X-ecutioners"
"DJ Nu-Mark","The X-ecutioners"
"DJ Shadow","The X-ecutioners"
"Mr. Len","The X-ecutioners"
"RJD2","The X-ecutioners"
"TeeFLii","The-Dream"
"RZA","Thelonious Monk"
"Matthew Shipp","Thelonious Monk"
"Russell Gunn","Thelonious Monk Quartet"
"Songodsuns","They Might Be Giants"
"Pacha Massive","Thievery Corporation"
"Diplo","Thievery Corporation"
"Grand Buffet","Thirstin Howl III"
"Flatbush Zombies","Thizz Nation"
"Four Tet","Thomas Brinkmann"
"Hot Chip","Thomas Dolby"
"Yung Joc","Three 6 Mafia"
"Lil Jon","Three 6 Mafia"
"Project Pat","Three 6 Mafia"
"Trilltown Mafia","Three 6 Mafia"
"Yo Gotti","Three 6 Mafia"
"Young Buck","Three 6 Mafia"
"Gucci Mane","Three 6 Mafia"
"Unk","Three 6 Mafia"
"Birdman","Three 6 Mafia"
"Soulja Boy Tell Em","Three 6 Mafia"
"Wiz Khalifa","Three 6 Mafia"
"Yukmouth","Three 6 Mafia"
"Petey Pablo","Three 6 Mafia"
"T.I.","Three 6 Mafia"
"Dem Franchize Boyz","Three 6 Mafia"
"Ying Yang Twins","Three 6 Mafia"
"Big Kuntry King","Three 6 Mafia"
"Boyz N da Hood","Three 6 Mafia"
"Young Jeezy","Three 6 Mafia"
"Flo Rida","Three 6 Mafia"
"Trillville","Three 6 Mafia"
"Webbie","Three 6 Mafia"
"YoungBloodZ","Three 6 Mafia"
"Al Kapone","Three 6 Mafia"
"B.o.B","Three 6 Mafia"
"clipping.","Three 6 Mafia"
"French Montana","Three 6 Mafia"
"Rae Sremmurd","Three 6 Mafia"
"Waka Flocka Flame","Three 6 Mafia"
"ScHoolboy Q","Three 6 Mafia"
"Main Attrakionz","Three 6 Mafia"
"Dorrough","Three 6 Mafia"
"Yelawolf","Three 6 Mafia"
"Young Money","Three 6 Mafia"
"Boondox","Three 6 Mafia"
"Lil Ugly Mane","Three 6 Mafia"
"Skull Gang","Three 6 Mafia"
"Yung L.A.","Three 6 Mafia"
"Hanz","Three 6 Mafia"
"Fetty Wap","Three 6 Mafia"
"GLC","Three 6 Mafia"
"Bobby Raps","Three 6 Mafia"
"Herobust","Three 6 Mafia"
"Jazze Pha","Three 6 Mafia"
"Odd Future","Three 6 Mafia"
"Shoreline Mafia","Three 6 Mafia"
"23 Skidoo","Throbbing Gristle"
"DJ Powda","Throbbing Gristle"
"E.S.G.","Thug Life"
"The Diplomats","Thug Life"
"Westside Connection","Thug Life"
"Shaggy","Tiger"
"Cypress Hill","Tim Dog"
"Jackie Leven","Tim Hardin"
"Post Malone","Tim McGraw"
"Traxamillion","Timbaland"
"Lil Jon","Timbaland"
"Kanye West","Timbaland"
"Daniel Swain","Timbaland"
"Wiz Khalifa","Timbaland"
"Cadence Weapon","Timbaland"
"The Cool Kids","Timbaland"
"Swizz Beatz","Timbaland"
"will.i.am","Timbaland"
"Kevin Rudolf","Timbaland"
"Bubba Sparxxx","Timbaland"
"DJ /rupture","Timbaland"
"Far East Movement","Timbaland"
"Kid Ink","Timbaland"
"The Neptunes","Timbaland"
"Rye Rye","Timbaland"
"Blvk Jvck","Timbaland"
"Calvin Harris","Timbaland"
"Cool & Dre","Timbaland"
"Crystal Caines","Timbaland"
"Jaylien","Timbaland"
"Just Blaze","Timbaland"
"Polow da Don","Timbaland"
"Stargate","Timbaland"
"The MIDI Mafia","Timbaland"
"THEY.","Timbaland"
"Nappy Roots","Timbaland & Magoo"
"Kenny Burrell","Tiny Grimes"
"Dirty Heads","Tippa Irie"
"Angel y Khriz","Tito ""El Bambino"" El Patrón"
"Alexis & Fido","Tito ""El Bambino"" El Patrón"
"Arcángel","Tito ""El Bambino"" El Patrón"
"De la Ghetto","Tito ""El Bambino"" El Patrón"
"Plan B","Tito ""El Bambino"" El Patrón"
"Pocho Pan","Tito ""El Bambino"" El Patrón"
"Tony Dize","Tito ""El Bambino"" El Patrón"
"Andy Montañez","Tito Puente"
"Lil' Kim","TLC"
"Foxy Brown","TLC"
"Pretty Ricky","TLC"
"Cherish","TLC"
"Total","TLC"
"Nuttin' Nyce","TLC"
"Sisqó","TLC"
"Lil' Mo","TLC"
"Nicki Minaj","TLC"
"Iggy Azalea","TLC"
"Lecrae","TobyMac"
"Flava D","Todd Edwards"
"MC Lars","Tom Lehrer"
"Danny Krivit","Tom Moulton"
"Arthur Baker","Tom Moulton"
"Everlast","Tom Petty"
"Gorillaz","Tom Tom Club"
"G. Love & Special Sauce","Tom Waits"
"G. Love","Tom Waits"
"The Constellations","Tom Waits"
"Arto Lindsay","Tom Zé"
"Will Smith","Tone-Loc"
"Afroman","Tone-Loc"
"Hector el Father","Tony Touch"
"Statik Selektah","Tony Touch"
"Montell Jordan","Tony! Toni! Toné!"
"Eminem","Too $hort"
"E-40","Too $hort"
"Lil' Kim","Too $hort"
"Lil Jon","Too $hort"
"Juvenile","Too $hort"
"2Pac","Too $hort"
"Snoop Dogg","Too $hort"
"Master P","Too $hort"
"Chamillionaire","Too $hort"
"Killa Tay","Too $hort"
"B.G.","Too $hort"
"Trick Daddy","Too $hort"
"Young Buck","Too $hort"
"Pimp C","Too $hort"
"Spice 1","Too $hort"
"C-BO","Too $hort"
"Keak da Sneak","Too $hort"
"Daz Dillinger","Too $hort"
"C-Murder","Too $hort"
"Three 6 Mafia","Too $hort"
"Caz","Too $hort"
"Mac Dre","Too $hort"
"Funkdoobiest","Too $hort"
"UGK","Too $hort"
"Lil Wayne","Too $hort"
"Kurupt","Too $hort"
"Rappin' 4-Tay","Too $hort"
"Yukmouth","Too $hort"
"Mase","Too $hort"
"Afroman","Too $hort"
"Lil Rob","Too $hort"
"Beeda Weeda","Too $hort"
"J-Diggs","Too $hort"
"Akinyele","Too $hort"
"Digital Underground","Too $hort"
"Rick Ross","Too $hort"
"Bun B","Too $hort"
"Dem Hoodstarz","Too $hort"
"The Luniz","Too $hort"
"Spank Rock","Too $hort"
"MC Breed","Too $hort"
"Planet Asia","Too $hort"
"The 2 Live Crew","Too $hort"
"Tha Dogg Pound","Too $hort"
"JT the Bigga Figga","Too $hort"
"V-White","Too $hort"
"Tha Alkaholiks","Too $hort"
"Bohagon","Too $hort"
"Devin the Dude","Too $hort"
"Guilty Simpson","Too $hort"
"Mack 10","Too $hort"
"Bubba Sparxxx","Too $hort"
"Eazy-E","Too $hort"
"Dr. Dre","Too $hort"
"Big Tymers","Too $hort"
"Black Dynasty","Too $hort"
"Dual Committee","Too $hort"
"N.W.A","Too $hort"
"Flatbush Zombies","Too $hort"
"Tim Dog","Too $hort"
"Sylk-E. Fyne","Too $hort"
"2nd II None","Too $hort"
"The Hot Boys","Too $hort"
"Freddie Gibbs","Too $hort"
"Penthouse Players Clique","Too $hort"
"Luniz","Too $hort"
"Lil' Ru","Too $hort"
"2Wice","Too $hort"
"Kool Ace","Too $hort"
"Twinz","Too $hort"
"Ardalan","Too $hort"
"Fat Pimp","Too $hort"
"Jay-Z","Too $hort"
"Lil Jon & the East Side Boyz","Too $hort"
"The Notorious B.I.G.","Too $hort"
"Jon Connor","Top Authority"
"Travis Barker","Topper Headon"
"Subtle","Tortoise"
"Prefuse 73","Tortoise"
"Four Tet","Tortoise"
"Anticon","Tortoise"
"Killa Sha","Tragedy Khadafi"
"Shwayze","Tranquility Bass"
"DJ Mustard","Traxamillion"
"KRS-One","Treacherous Three"
"LL Cool J","Treacherous Three"
"Run-D.M.C.","Treacherous Three"
"Public Enemy","Treacherous Three"
"Kool G Rap","Treacherous Three"
"The 2 Live Crew","Treacherous Three"
"Eric B. & Rakim","Treacherous Three"
"Heavy D & the Boyz","Treacherous Three"
"Boogie Down Productions","Treacherous Three"
"Schoolly D","Treacherous Three"
"Salt-N-Pepa","Treacherous Three"
"Masta Ace Incorporated","Treacherous Three"
"Rob Base & DJ E-Z Rock","Treacherous Three"
"Fu-Schnickens","Treacherous Three"
"Stetsasonic","Treacherous Three"
"Audio Two","Treacherous Three"
"3rd Bass","Treacherous Three"
"Doug E. Fresh","Treacherous Three"
"The Rock Steady Crew","Treacherous Three"
"De La Soul","Treacherous Three"
"EPMD","Treacherous Three"
"Main Source","Treacherous Three"
"Ultramagnetic MC's","Treacherous Three"
"Arcángel","Trébol Clan"
"Hector & Tito","Trébol Clan"
"TeeFLii","Trey Songz"
"Ar'mon & Trey","Trey Songz"
"Bando Jonez","Trey Songz"
"Forever Anti Pop","Trey Songz"
"Jonn Hart","Trey Songz"
"Kesington Kross","Trey Songz"
"Maurice Moore","Trey Songz"
"Mike Jay","Trey Songz"
"Quincy","Trey Songz"
"Sebastian Mikael","Trey Songz"
"Tone Stith","Trey Songz"
"Trevante","Trey Songz"
"Troy Tyler","Trey Songz"
"Pastor Troy","Trick Daddy"
"Pitbull","Trick Daddy"
"Young Buck","Trick Daddy"
"Gucci Mane","Trick Daddy"
"Rick Ross","Trick Daddy"
"Ace Hood","Trick Daddy"
"Plies","Trick Daddy"
"T-Pain","Trick Daddy"
"Flo Rida","Trick Daddy"
"Meek Mill","Trick Daddy"
"Lil' Ru","Trick Daddy"
"D4L","Trick Daddy"
"Dem Franchize Boyz","Trick Daddy"
"GTA","Trick Daddy"
"Jacki-O","Trick Daddy"
"Petey Pablo","Trick Daddy"
"Trina","Trick Daddy"
"Ying Yang Twins","Trick Daddy"
"Cadence Weapon","Tricky"
"Diplo","Tricky"
"Roots Manuva","Tricky"
"Ghostpoet","Tricky"
"Gonjasufi","Tricky"
"Unk","Trillville"
"B.o.B","Trillville"
"Ace Hood","Trina"
"Yo Majesty","Trina"
"Nicki Minaj","Trina"
"City Girls","Trina"
"Lady","Trina"
"Saweetie","Trina"
"Meek Mill","Triple C"
"Galactic","Trouble Funk"
"DJ Kool","Trouble Funk"
"Wale","Trouble Funk"
"Afrika Bambaataa","Trouble Funk"
"Kurtis Blow","Trouble Funk"
"Malcolm McLaren & the World's Famous Supreme Team","Trouble Funk"
"The Sugarhill Gang","Trouble Funk"
"Turk","Tru"
"DJ Squeeky","Tru"
"The Project Playaz","Tru"
"Ballin' A$$ Dame","Tru"
"Crime Boss","Tru"
"Low Profile Gangsters","Tru"
"Common Market","Truth Enola"
"Bun B","Tuff Crew"
"Peedi Crakk","Tuff Crew"
"Bone Thugs-N-Harmony","Tung Twista"
"C-BO","Tupac Shakur"
"Beeda Weeda","Tupac Shakur"
"Capone-N-Noreaga","Tupac Shakur"
"Anybody Killa","Tupac Shakur"
"Dom Kennedy","Tupac Shakur"
"Kendrick Lamar","Tupac Shakur"
"Moonshine Bandits","Tupac Shakur"
"GLC","Tupac Shakur"
"Diplo","Twin Twin"
"Potluck","Twista"
"Eminem","Twista"
"Chamillionaire","Twista"
"Obie Trice","Twista"
"Tech N9ne","Twista"
"Yung Berg","Twista"
"Mystikal","Twista"
"Dizzee Rascal","Twista"
"Blackalicious","Twista"
"Yo Majesty","Twista"
"Drake","Twista"
"2 Chainz","Twista"
"French Montana","Twista"
"SoulStice","Twista"
"GLC","Twista"
"AZ","Twista"
"Busdriver","Twista"
"Busta Rhymes","Twista"
"Cap.One","Twista"
"Keak da Sneak","Twista"
"Midwest M.A.F.I.A.","Twista"
"Stunt Taylor","Twista"
"T-Nutty","Twista"
"Three 6 Mafia","Twista"
"Tonedeff","Twista"
"One Be Lo","Two Kings in a Cipher"
"Lupe Fiasco","Two Kings in a Cipher"
"IAM","Two Kings in a Cipher"
"Honcho Da Savage","Ty Dolla $ign"
"Bryan Popin","Tye Tribbett"
"Crystal Aikin","Tye Tribbett"
"Billie Eilish","Tyler, The Creator"
"Rexx Life Raj","Tyler, The Creator"
"Rich Brian","Tyler, The Creator"
"Jacob Latimore","Tyrese"
"Damian Marley","U-Roy"
"Lil Wayne","U.N.L.V."
"Kevin Rudolf","U2"
"Max Herre","Udo Lindenberg"
"Do or Die","UGK"
"Paul Wall","UGK"
"Screwed Up Click","UGK"
"Lil Jon","UGK"
"Project Pat","UGK"
"Chamillionaire","UGK"
"Trick Daddy","UGK"
"Mike Jones","UGK"
"Slim Thug","UGK"
"Gucci Mane","UGK"
"Lil' Keke","UGK"
"Ray Cash","UGK"
"Three 6 Mafia","UGK"
"Gorilla Zoe","UGK"
"Dem Franchize Boyz","UGK"
"Maceo","UGK"
"David Banner","UGK"
"Big Boi","UGK"
"Playaz Circle","UGK"
"Boyz N da Hood","UGK"
"Young Jeezy","UGK"
"Bohagon","UGK"
"Nappy Roots","UGK"
"Webbie","UGK"
"Rich Boy","UGK"
"Famouz","UGK"
"YoungBloodZ","UGK"
"Juicy J","UGK"
"Al Kapone","UGK"
"A$AP Rocky","UGK"
"2 Chainz","UGK"
"Rae Sremmurd","UGK"
"Boosie Badazz","UGK"
"Waka Flocka Flame","UGK"
"ScHoolboy Q","UGK"
"Main Attrakionz","UGK"
"Dorrough","UGK"
"OJ da Juiceman","UGK"
"GLC","UGK"
"C-Murder","UGK"
"Lil' Flip","UGK"
"Ronnie Lott","UGK"
"Tyke T","UGK"
"Winnie Coopers","Ugly Duckling"
"D.I.T.C.","Ultimate Force"
"Busdriver","Ultramagnetic MC's"
"Aesop Rock","Ultramagnetic MC's"
"Immortal Technique","Ultramagnetic MC's"
"Ol' Dirty Bastard","Ultramagnetic MC's"
"Madlib","Ultramagnetic MC's"
"OutKast","Ultramagnetic MC's"
"De La Soul","Ultramagnetic MC's"
"DJ Shadow","Ultramagnetic MC's"
"Peedi Crakk","Ultramagnetic MC's"
"Darc Mind","Ultramagnetic MC's"
"Edan","Ultramagnetic MC's"
"Blackalicious","Ultramagnetic MC's"
"Devin the Dude","Ultramagnetic MC's"
"Porn Theatre Ushers","Ultramagnetic MC's"
"DJ Magic Mike","Ultramagnetic MC's"
"Themselves","Ultramagnetic MC's"
"Pop Da Brown Hornet","Ultramagnetic MC's"
"Freestyle Fellowship","Ultramagnetic MC's"
"Das EFX","Ultramagnetic MC's"
"Leaders of the New School","Ultramagnetic MC's"
"Queen Latifah","Ultramagnetic MC's"
"Fu-Schnickens","Ultramagnetic MC's"
"Organized Konfusion","Ultramagnetic MC's"
"3rd Bass","Ultramagnetic MC's"
"The Neptunes","Ultramagnetic MC's"
"Black Moon","Ultramagnetic MC's"
"Cannibal Ox","Ultramagnetic MC's"
"Company Flow","Ultramagnetic MC's"
"Heltah Skeltah","Ultramagnetic MC's"
"Jeru the Damaja","Ultramagnetic MC's"
"MF Doom","Ultramagnetic MC's"
"Prodigy","Ultramagnetic MC's"
"Tim Dog","Ultramagnetic MC's"
"Wu-Tang Clan","Ultramagnetic MC's"
"Upchurch","Uncle Kracker"
"Moonshine Bandits","Uncle Kracker"
"Big B","Uncle Kracker"
"Die Fantastischen Vier","Underground Bass Masters"
"Floetry","Ursula Rucker"
"THEESatisfaction","Ursula Rucker"
"DJ Logic","Us3"
"Jazzkantine","Us3"
"Quad City DJ's","Us3"
"Goldfish","Us3"
"Pretty Ricky","Usher"
"Flo Rida","Usher"
"Chris Brown","Usher"
"Matt Houston","Usher"
"Trey Songz","Usher"
"Kidz in the Hall","Vakill"
"Cowboy Troy","Van Halen"
"Travis Barker","Van Halen"
"Atello","Van Halen"
"Bloodhound Gang","Vanilla Ice"
"Jedward","Vanilla Ice"
"LFO","Vanilla Ice"
"Sugar Ray","Vanilla Ice"
"Overkill","Venom"
"DJ Logic","Vernon Reid"
"Tego Calderón","Vico C"
"Wisin & Yandel","Vico C"
"Daddy Yankee","Vico C"
"Tito ""El Bambino"" El Patrón","Vico C"
"Luny Tunes","Vico C"
"Hector el Father","Vico C"
"Calle 13","Vico C"
"Nicky Jam","Vico C"
"Big Boy","Vico C"
"Gnarls Barkley","Violent Femmes"
"D. Black","Vitamin D"
"Alchemist","Voivod"
"Jim Jones","Volume 10"
"Black Milk","Waajeed"
"Dabrye","Waajeed"
"Herobust","Waka Flocka Flame"
"DJ Quik","Walter ""Junie"" Morrison"
"Arthur Baker","Walter Gibbons"
"Ursula Rucker","Wanda Robinson"
"Ozomatli","War"
"Aesop Rock","War"
"Cypress Hill","War"
"Ice-T","War"
"Lyrics Born","War"
"Mellow Man Ace","War"
"Poor Righteous Teachers","War"
"Kid Frost","War"
"Trouble Funk","War"
"Bizzy Bone","Warren G"
"50 Cent","Warren G"
"Keelay & Zaire","Warren G"
"Pryde Messiah","Warren G"
"Sons of Funk","Warren G"
"The Game","Warren G"
"T-Pain","Warren G & Nate Dogg"
"The Nomads","Warren Smith"
"KRS-One","Watts Prophets"
"Black Panther Fugitives","Watts Prophets"
"Moonshine Bandits","Waylon Jennings"
"Wiley","Wayne Smith"
"Sean Kingston","Wayne Wonder"
"Dubb Union","WC and the Maad Circle"
"3rd Degree","WC and the Maad Circle"
"Electric Laser People","Ween"
"MC Lars","Weird Al Yankovic"
"MC Paul Barman","Weird Al Yankovic"
"DJ Jazzy Jeff & the Fresh Prince","Weird Al Yankovic"
"MC Lars","Wesley Willis"
"3rd Degree","Westside Connection"
"9 Inch Dix","Westside Connection"
"Black Wall Street","Westside Connection"
"D12","Westside Connection"
"Dubb Union","Westside Connection"
"G-Unit","Westside Connection"
"K.A.R.","Westside Connection"
"Warzone","Westside Connection"
"P.M. Dawn","Wham!"
"clipping.","Whitehouse"
"DJ Fresh","Whitney Houston"
"R. Kelly","Whitney Houston"
"Total","Whitney Houston"
"Empire Cast","Whitney Houston"
"Lil' Mo","Whitney Houston"
"Phat Kat","Whodini"
"Ugly Duckling","Whodini"
"Jungle Brothers","Whodini"
"J Dilla","Whodini"
"EPMD","Whodini"
"T-Pain","Whodini"
"Will Smith","Whodini"
"Masta Ace","Whodini"
"Big Daddy Kane","Whodini"
"Freestyle Fellowship","Whodini"
"The Fat Boys","Whodini"
"DJ Jazzy Jeff & the Fresh Prince","Whodini"
"Eric B. & Rakim","Whodini"
"Kool Moe Dee","Whodini"
"Heavy D & the Boyz","Whodini"
"Leaders of the New School","Whodini"
"Slick Rick","Whodini"
"Fu-Schnickens","Whodini"
"Stetsasonic","Whodini"
"Whistle","Whodini"
"Devin the Dude","Whodini"
"Jermaine Dupri","Whodini"
"Jurassic 5","Whodini"
"Nas","Whodini"
"Asher Roth","Whooliganz"
"Tinchy Stryder","Wiley"
"Elf Kid","Wiley"
"Nick Brewer","Wiley"
"RoxXxan","Wiley"
"Slackk","Wiley"
"Zomby","Wiley"
"Nelly","Will Smith"
"Nitty","Will Smith"
"will.i.am","Will Smith"
"Bow Wow","Will Smith"
"Drake","Will Smith"
"Kevin Abstract","Will Smith"
"Chingy","Will Smith"
"Moosh & Twist","Will Smith"
"Alan Silva","William Parker"
"Girl Talk","William S. Burroughs"
"Daddy Yankee","Willie Colón"
"Pirulo Y La Tribu","Willie Colón"
"E.S.G.","Willie D"
"Screwed Up Click","Willie D"
"Lil' Keke","Willie D"
"Fat Pat","Willie D"
"Gangsta Pat","Willie D"
"Bun B","Willie D"
"Big Hawk","Willie D"
"Yungstar","Willie D"
"Adrian Younge","Willie Hutch"
"Shawn Lee","Willie Hutch"
"GLC","Willie Hutch"
"Chino & Nacho","Wisin & Yandel"
"RKM & Ken-Y","Wisin & Yandel"
"Nappy Roots","Witchdoctor"
"Al Kapone","Witchdoctor"
"Goody Grace","Wiz Khalifa"
"Skate","Wiz Khalifa"
"Tre Coast","Wiz Khalifa"
"Two-9","Wiz Khalifa"
"Zhavia","Wiz Khalifa"
"Dizzee Rascal","Wretch 32"
"Eminem","Wu-Tang Clan"
"The Diplomats","Wu-Tang Clan"
"Custom Made","Wu-Tang Clan"
"Jedi Mind Tricks","Wu-Tang Clan"
"Obie Trice","Wu-Tang Clan"
"The Society of Invisibles","Wu-Tang Clan"
"Termanology","Wu-Tang Clan"
"Hell Rell","Wu-Tang Clan"
"Brother Ali","Wu-Tang Clan"
"Hilltop Hoods","Wu-Tang Clan"
"Macromantics","Wu-Tang Clan"
"C-Rayz Walz","Wu-Tang Clan"
"Aesop Rock","Wu-Tang Clan"
"Wiz Khalifa","Wu-Tang Clan"
"iCON the Mic King","Wu-Tang Clan"
"Immortal Technique","Wu-Tang Clan"
"D12","Wu-Tang Clan"
"MF Doom","Wu-Tang Clan"
"Ja Rule","Wu-Tang Clan"
"Crooked","Wu-Tang Clan"
"The Streets","Wu-Tang Clan"
"Spank Rock","Wu-Tang Clan"
"Poison Pen","Wu-Tang Clan"
"Atmosphere","Wu-Tang Clan"
"Gnarls Barkley","Wu-Tang Clan"
"Connie Price & the Keystones","Wu-Tang Clan"
"Maspyke","Wu-Tang Clan"
"Purple City","Wu-Tang Clan"
"MF Grimm","Wu-Tang Clan"
"Grayskul","Wu-Tang Clan"
"Randam Luck","Wu-Tang Clan"
"Mighty Joseph","Wu-Tang Clan"
"Kuwait & Gemini","Wu-Tang Clan"
"Tyler, The Creator","Wu-Tang Clan"
"Childish Gambino","Wu-Tang Clan"
"Pouya","Wu-Tang Clan"
"G-Mo Skee","Wu-Tang Clan"
"A$AP Mob","Wu-Tang Clan"
"Flatbush Zombies","Wu-Tang Clan"
"Logic","Wu-Tang Clan"
"Macklemore & Ryan Lewis","Wu-Tang Clan"
"Big Pun","Wu-Tang Clan"
"Jovishes","Wu-Tang Clan"
"Action Bronson","Wu-Tang Clan"
"Bishop Nehru","Wu-Tang Clan"
"Army of the Pharaohs","Wu-Tang Clan"
"Odd Future","Wu-Tang Clan"
"Juice Aleem","Wu-Tang Clan"
"G-Dragon","Wu-Tang Clan"
"Cannibal Ox","Wu-Tang Clan"
"Remedy","Wu-Tang Clan"
"GLC","Wu-Tang Clan"
"Adiam","Wu-Tang Clan"
"Cappadonna","Wu-Tang Clan"
"DJ Esco","Wu-Tang Clan"
"DJ Spooky","Wu-Tang Clan"
"Flipmode Squad","Wu-Tang Clan"
"GP Wu","Wu-Tang Clan"
"Killah Priest","Wu-Tang Clan"
"Killarmy","Wu-Tang Clan"
"Limp Bizkit","Wu-Tang Clan"
"Scaramanga","Wu-Tang Clan"
"Shyheim","Wu-Tang Clan"
"Sleaford Mods","Wu-Tang Clan"
"Stresmatic","Wu-Tang Clan"
"Sunz of Man","Wu-Tang Clan"
"The Firm","Wu-Tang Clan"
"TWRK","Wu-Tang Clan"
"k-os","Wyclef Jean"
"Won-G","Wyclef Jean"
"Sean Kingston","Wyclef Jean"
"Jidenna","Wyclef Jean"
"Chino","Wyclef Jean"
"Lyfe Jennings","Wyclef Jean"
"Marquis Hill","Wynton Marsalis"
"Eminem","X Clan"
"Dead Prez","X Clan"
"The Coup","X Clan"
"Jedi Mind Tricks","X Clan"
"Nyoil","X Clan"
"IAM","X Clan"
"The Impossebulls","X Clan"
"Common Market","X Clan"
"Kottonmouth Kings","X Clan"
"Juice Aleem","X Clan"
"The Streets","X-Press 2"
"Tech N9ne","X-Raided"
"Tyrese","Xscape"
"Ludacris","Xzibit"
"Charlie Manhattan","Xzibit"
"Willy Northpole","Xzibit"
"Royce da 5'9""","Xzibit"
"Strong Arm Steady","Xzibit"
"The Game","Xzibit"
"Erick Brian Colón","Yandel"
"Wyclef Jean","Yellowman"
"Shinehead","Yellowman"
"Shaggy","Yellowman"
"El-P","Yes"
"Yelawolf","Yes"
"Unk","Ying Yang Twins"
"Soulja Boy Tell Em","Ying Yang Twins"
"Pretty Ricky","Ying Yang Twins"
